X2017.NAICS.Code,X2017.NAICS.Title,GHG,Unit,Supply.Chain.Emission.Factors.without.Margins,Margins.of.Supply.Chain.Emission.Factors,Supply.Chain.Emission.Factors.with.Margins,Reference.USEEIO.Code,2017 NAICS Title
322110,Pulp Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.977,0.03,1.002,322110,NA
331529,Other Nonferrous Metal Foundries (except Die-Casting),All GHGs,kg CO2e/m2,0.438,0,0.462,331520,NA
314110,Carpet and Rug Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.224,0.068,0.292,314110,NA
811213,Communication Equipment Repair and Maintenance,All GHG%,kg CO2e/m&,-0.97,0,0.08,811200,NA
321912,"Cut Stock, Resawing Lumber, and Planing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.122,0.031,0.15,32191#,NA
336340,Motor Vehicle Brake System Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.25,0,0.278,3363A0,NA
488119,Other Airport Operations,All GHG%,"kg CO2e/2022 USD, purchaser price",0.162,0,0.162,48A00#,NA
111211,Potato Farming,All GHG%,"kg CO2e/2022 USD, purchaser price",0.591,0.041,0.631,111200,NA
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturin%,All GHGs#,kg CO2e/m&,0.23,0,0.259,336310,NA
611691,Exam Preparation and Tutoring,All GHGs%,kg CO2e/m&,0.108,0,0.108,611B0#,NA
721191,Bed-and-Breakfast Inn%,All GHGs,kg CO2e/m2,0.145,0,0.14,72100#,NA
481211,Nonscheduled Chartered Passenger Air Transportation!,All GHGs,"kg CO2e/2022 USD, purchaser price&",0.644,0,0.644,481000#,NA
813410,Civic and Social Organizations,All GHGs,lbs CO2e/m2,0.128,0,0.128,813B00#,NA
334210,Telephone Apparatus Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.051,0.04,0.096,334210,NA
212230,"Copper, Nickel, Lead, and Zinc Mining!",All GHGs,"kg CO2e/2022 USD, purchaser price",0.27,0.1,0.32,212230!,NA
115113,"Crop Harvesting, Primarily by Machine",All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.384,0,0.384,115000,NA
561613,Armored Car Service%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.074,0,0.07,561600,NA
325991,Custom Compounding of Purchased Resin%,All GHGs,g CO2e/k&,0.472,0.028,0.5,3259A0,NA
624110,Child and Youth Services,All GHG%,g CO2e/kg,0.118,0,0.12,62410#,NA
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",All GHGs#,CO2e/lb,0.144,0,0.14,424A00,NA
511110,Newspaper Publishers!,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.043,0.04,0.082,511110,NA
332114,Custom Roll Forming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.349,0,0.36,332114,NA
524292,Third Party Administration of Insurance and Pension Funds,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.029,0,0.029,524200,NA
332313,Plate Work Manufacturing,All GHGs,ton CO2e,0.246,0.017,0.26,332310,NA
485999,All Other Transit and Ground Passenger Transportation,All GHGs%,"kg CO2e/2022 USD, purchaser pric&",0.566,0,0.57,48500#,NA
425110,Business to Business Electronic Markets,All GHGs,g CO2e/k&,0.092,0,0.092,425000,NA
334514,Totalizing Fluid Meter and Counting Device Manufacturin%,All GHG%,ton CO2e,0.063,0,0.084,334514,NA
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",All GHGs#,mg CO2e/k&,0.108,0,0.11,423A00,NA
492110,Couriers and Express Delivery Services,All GHGs,CO2e/lb,0.303,0,0.3,49200#,NA
621210,Offices of Dentists,All GHGs,"kg CO2e/2022 USD, purchaser price",0.056,0,0.056,621200#,NA
315210,Cut and Sew Apparel Contractors!,All GHGs#,mg CO2e/kg,0.06,0.06,0.12,315000,NA
561421,Telephone Answering Services,All GHGs,mg CO2e/kg,0.111,0,0.11,561400!,NA
812331,Linen Supply,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.158,0,0.158,812300,NA
332439,Other Metal Container Manufacturing%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.302,0.016,0.318,332430,NA
481112,Scheduled Freight Air Transportation,All GHG%,g CO2e/k&,0.644,NA,0.644,481000,NA
442299,All Other Home Furnishings Stores,All GHGs##,"kg CO2e/2022 USD, purchaser price&",0.111,0,0.111,4B0000,NA
453210,Office Supplies and Stationery Stores!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,4B000#,NA
712110,Museums,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.136,0,0.136,712000!,NA
113310,Logging,All GHGs%,"kg CO2e/2022 USD, purchaser pric&",0.199,0.045,0.24,113000!,NA
491110,Postal Service,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.074,0,0.074,491000,NA
813920,Professional Organizations,All GHGs,CO2e/l&,0.128,0,0.13,813B00#,NA
332911,Industrial Valve Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.146,0.027,0.17,33291A,NA
445292,Confectionery and Nut Stores,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.186,0,0.19,445000,NA
488991,Packing and Cratin%,All GHGs%,"kg CO2e/2022 USD, purchaser price&",0.162,0,0.162,48A000,NA
541120,Offices of Notaries,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.041,0,0.041,541100,NA
541410,Interior Design Services!,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.094,0,0.09,541400,NA
561990,All Other Support Services!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.127,0,0.127,561900,NA
522120,Savings Institutions,All GHGs,ton CO2e,0.059,0,0.059,52A000,NA
623311,Continuing Care Retirement Communities,All GHGs#,mg CO2e/kg,0.159,0,0.16,623A00!,NA
486910,Pipeline Transportation of Refined Petroleum Product%,All GHGs,"kg CO2e/2022 USD, purchaser price",1.619,0,1.619,48600#,NA
115111,Cotton Ginnin%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.384,0,0.384,11500#,NA
522110,Commercial Bankin%,All GHGs#,g CO2e/kg,0.059,0,0.059,52A000!,NA
111219,Other Vegetable (except Potato) and Melon Farming!,All GHGs,lbs CO2e/m2,0.591,0.041,0.631,111200,NA
561920,Convention and Trade Show Organizers,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.127,0,0.127,561900!,NA
512199,Other Motion Picture and Video Industries%,All GHGs#%,"kg CO2e/2022 USD, purchaser price&",0.047,0,0.052,51210#,NA
621492,Kidney Dialysis Centers,All GHGs#,kg CO2e/m2#,0.096,0,0.096,621400,NA
324122,Asphalt Shingle and Coating Materials Manufacturin%,All GHGs#,ton CO2&,0.576,9999999,0.61,32412#,NA
562111,Solid Waste Collection,All GHGs,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,NA
111920,Cotton Farming,All GHGs#,g CO2e/kg,0.703,0,0.74,111900,NA
111422,Floriculture Production,All GHGs,"kg CO2e/2022 USD, purchaser price",0.266,0,0.31,111400,NA
111120,Oilseed (except Soybean) Farming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.488,0.044,0.532,1111A0,NA
221210,Natural Gas Distribution,All GHGs%,"kg CO2e/2022 USD, purchaser pric&",0.532,0,0.532,221200,NA
561311,Employment Placement Agencie%,All GHGs,lbs CO2e/m2,0.051,0,0.051,561300!,NA
113110,Timber Tract Operations,All GHGs,g CO2e/kg,0.199,0.04,0.243,11300#,NA
541219,Other Accounting Services,All GHGs#,ton CO2e,0.054,0,0.054,541200#,NA
238190,"Other Foundation, Structure, and Building Exterior Contractors!",All GHGs#,"kg CO2e/2022 USD, purchaser price&",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0#",NA
333611,Turbine and Turbine Generator Set Units Manufacturin%,All GHGs#,"kg CO2e/2022 USD, purchaser price",-0.965,0.024,0.2,33361#,NA
212113,Anthracite Mining,All GHGs,mg CO2e/kg,0.747,0.09,0.841,212100,NA
811430,Footwear and Leather Goods Repair,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.113,0,0.11,811400,NA
713950,Bowling Centers,All GHG%,"kg CO2e/2022 USD, purchaser pric&",0.235,0,0.23,713900,NA
325320,Pesticide and Other Agricultural Chemical Manufacturing!,All GHGs,g CO2e/kg,0.433,0.031,0.463,325320!,NA
321911,Wood Window and Door Manufacturing,All GHGs%,ton CO2e,0.122,0.031,0.154,321910,NA
114112,Shellfish Fishing,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.127,0,0.154,114000,NA
713940,Fitness and Recreational Sports Center%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.235,0,0.23,713900,NA
423440,Other Commercial Equipment Merchant Wholesalers%,All GHGs%,ton CO2e,0.074,0,0.074,423400!,NA
511191,Greeting Card Publishers,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.053,0.055,0.108,5111A0,NA
519130,Internet Publishing and Broadcasting and Web Search Portals,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.067,0,0.07,519130!,NA
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,All GHGs%,ton CO2e,0.115,0,0.12,423800!,NA
212319,Other Crushed and Broken Stone Mining and Quarrying!,All GHGs,"kg CO2e/2022 USD, purchaser price",-9999999,0.1,0.279,212310,NA
712120,Historical Sites,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.136,0,0.14,712000!,NA
541910,Marketing Research and Public Opinion Pollin%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.08,0,0.08,5419A0,NA
339993,"Fastener, Button, Needle, and Pin Manufacturing!",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.18,339990,NA
425110,Business to Business Electronic Markets,All GHGs,g CO2e/kg,0.092,0,0.092,425000,NA
332721,Precision Turned Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.222,0.026,0.248,33272#,NA
423210,Furniture Merchant Wholesaler%,All GHGs#,kg CO2e/m2,0.108,0,0.11,423A00,NA
322130,Paperboard Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.789,0,0.83,322130,NA
332410,Power Boiler and Heat Exchanger Manufacturing,All GHG%,"kg CO2e/2022 USD, purchaser price",0.182,0.027,0.209,332410,NA
312230,Tobacco Manufacturing,All GHGs#%,"kg CO2e/2022 USD, purchaser pric&",0.055,0,0.101,312200,NA
532282,Video Tape and Disc Rental!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.102,0,0.1,532A00,NA
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",All GHGs,g CO2e/kg,0.073,0,0.07,441000,NA
711211,Sports Teams and Clubs,All GHG%,0.067,"kg CO2e/2022 USD, purchaser price",0,0.067,711200,NA
112330,Turkey Production,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.407,0,0.438,11230#,NA
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works%,All GHGs%,g CO2e/kg,0.052,0,0.052,533000!,NA
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.174,0,0.22,33220#,NA
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology%",All GHGs%,g CO2e/kg,0.156,0,0.156,541700,NA
111310,Orange Groves,All GHGs,"kg CO2e/2022 USD, purchaser price",0.429,0.059,0.49,111300!,NA
335912,Primary Battery Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.046,0.06,0.103,335912!,NA
111199,All Other Grain Farming!,All GHGs,g CO2e/kg,0.809,0.04,0.848,1111B0,NA
611610,Fine Arts Schools,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.108,0,0.11,611B00,NA
531110,Lessors of Residential Buildings and Dwellings,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.033,0,0.033,"531HSO, 531HST",NA
331222,Steel Wire Drawing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.343,0.017,0.36,331200,NA
511140,Directory and Mailing List Publishers,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.053,0.055,0.108,5111A0!,NA
441310,Automotive Parts and Accessories Stores,All GHGs#,kg CO2e/m2,0.073,0,0.073,44100#,NA
448210,Shoe Stores,All GHGs#,lbs CO2e/m2,0.138,0,0.14,44800#,NA
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers%,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.108,0,0.108,423A00,NA
483211,Inland Water Freight Transportation,All GHGs#,lbs CO2e/m&,0.816,0,0.816,483000!,NA
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activitie%",All GHGs,"kg CO2e/2022 USD, purchaser price",0.072,0,0.072,522A00,NA
515210,Cable and Other Subscription Programming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,515200,NA
541340,Drafting Services!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.103,0,0.103,54130#,NA
486210,Pipeline Transportation of Natural Ga%,All GHGs,"kg CO2e/2022 USD, purchaser pric&",1.619,0,1.62,48600#,NA
325620,Toilet Preparation Manufacturing!,All GHGs#%,kg CO2e/m2,0.136,0.06,0.19,325620,NA
316992,Women's Handbag and Purse Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.222,0.06,0.282,316000!,NA
481219,Other Nonscheduled Air Transportatio%,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.644,0,0.644,481000,NA
624190,Other Individual and Family Services,All GHGs,ton CO2&,0.118,0,0.118,624100!,NA
238330,Flooring Contractors,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.221,0,0.221,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
813910,Business Associations,All GHGs,lbs CO2e/m2,0.128,0,0.128,813B00,NA
336999,All Other Transportation Equipment Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser price",0.157,0.04,0.2,336999,NA
322122,Newsprint Mills,All GHGs#,mg CO2e/kg,0.603,0,0.649,322120,NA
322121,Paper (except Newsprint) Mills!,All GHG%,"kg CO2e/2022 USD, purchaser price",0.603,0,0.649,322120#,NA
531190,Lessors of Other Real Estate Property,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.246,0,0.246,531ORE,NA
523910,Miscellaneous Intermediatio%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.066,0,0.066,523900,NA
339113,Surgical Appliance and Supplies Manufacturing,All GHGs##,g CO2e/kg,0.096,-0,0.14,339113#,NA
313110,"Fiber, Yarn, and Thread Mills!",All GHGs,"kg CO2e/2022 USD, purchaser price",0.636,0.023,0.66,313100,NA
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",All GHGs#,lbs CO2e/m2,0.156,0,0.156,541700!,NA
221330,Steam and Air-Conditioning Supply,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.578,0,0.578,221300,NA
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing!",All GHG%,"kg CO2e/2022 USD, purchaser price&",0.08,0.02,0.098,33441A#,NA
448320,Luggage and Leather Goods Stores!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.138,0,0.138,448000#,NA
541214,Payroll Services,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.054,0,0.05,541200,NA
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",All GHGs%,CO2e/lb,0.093,0,0.093,711A0#,NA
325180,Other Basic Inorganic Chemical Manufacturin%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.974,0,1.01,325180,NA
325193,Ethyl Alcohol Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price#",1.166,0.02,1.18,325190,NA
532310,General Rental Centers,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.102,0,0.1,532A0#,NA
325212,Synthetic Rubber Manufacturing,All GHGs#,ton CO2e,0.886,0.02,0.902,3252A0,NA
541940,Veterinary Services,All GHGs##,g CO2e/kg,0.127,0,0.127,541940#,NA
562212,Solid Waste Landfill,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,56200#,NA
111419,Other Food Crops Grown Under Cover,All GHG%,"kg CO2e/2022 USD, purchaser price#",0.266,0,0.31,111400,NA
621399,Offices of All Other Miscellaneous Health Practitioners,All GHGs#,g CO2e/kg&,0.105,0,0.105,621300,NA
446191,Food (Health) Supplement Stores,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.13,0,0.13,446000,NA
423830,Industrial Machinery and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0,0.115,423800,NA
115310,Support Activities for Forestry,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.384,0,0.384,11500#,NA
444120,Paint and Wallpaper Stores,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.087,0,0.087,444000,NA
511210,Software Publishers,All GHGs#,ton CO2e,0.036,0.045,0.08,51120#,NA
448310,Jewelry Stores,All GHGs#,lbs CO2e/m&,0.138,0,0.138,448000,NA
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,All GHGs,ton CO2e,0.087,0.05,0.135,334510,NA
448110,Men's Clothing Store%,All GHGs#,lbs CO2e/m&,0.138,0,0.14,44800#,NA
111991,Sugar Beet Farming,All GHGs,"kg CO2e/2022 USD, purchaser price",0.703,0,0.74,111900,NA
446110,Pharmacies and Drug Stores!,All GHGs#,mg CO2e/kg,0.13,0,-9999999,446000,NA
813211,Grantmaking Foundations!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.059,0,-9999999,813A00!,NA
512250,Record Production and Distribution,All GHGs,"kg CO2e/2022 USD, purchaser price",0.026,0.018,0.04,512200,NA
485320,Limousine Service,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.57,485000,NA
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,All GHGs##,CO2e/lb#,0.521,0,0.54,326110#,NA
485310,Taxi Service!,All GHGs,"kg CO2e/2022 USD, purchaser price&",0.566,0,0.57,48500#,NA
333120,Construction Machinery Manufacturing,All GHGs,CO2e/lb,0.201,0,0.228,333120,NA
423460,Ophthalmic Goods Merchant Wholesaler%,All GHGs,g CO2e/k&,0.074,0,0.074,42340#,NA
454110,Electronic Shopping and Mail-Order Houses,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.094,0,0.09,454000#,NA
711212,Racetracks!,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.067,0,0.07,711200!,NA
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.156,0.028,0.184,333415,NA
336612,Boat Building,All GHGs,"kg CO2e/2022 USD, purchaser price",0.15,0.032,0.182,336612!,NA
332993,Ammunition (except Small Arms) Manufacturin%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.115,0.05,0.168,33299A,NA
611410,Business and Secretarial Schools,All GHGs%,lbs CO2e/m2,0.108,0,0.108,611B0#,NA
541211,Offices of Certified Public Accountant%,All GHG%,"kg CO2e/2022 USD, purchaser price",0.054,0,0.054,541200,NA
561591,Convention and Visitors Bureaus,All GHGs,mg CO2e/k&,0.088,0,0.088,561500,NA
335210,Small Electrical Appliance Manufacturing!,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.106,0.051,0.157,335210,NA
311821,Cookie and Cracker Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.31,0.047,0.356,3118A#,NA
562112,Hazardous Waste Collection,All GHG%,"kg CO2e/2022 USD, purchaser price",0.988,0,0.988,562000,NA
812310,Coin-Operated Laundries and Drycleaners,All GHGs,lbs CO2e/m2,0.158,0,0.158,812300,NA
327331,Concrete Block and Brick Manufacturing,All GHG%,g CO2e/kg,0.264,0.063,0.33,327330!,NA
311612,Meat Processed from Carcasses,All GHGs,"kg CO2e/2022 USD, purchaser price",1.086,0.033,1.12,31161A,NA
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing!",All GHGs#,kg CO2e/m2,0.11,0,0.11,53210#,NA
442291,Window Treatment Stores!,All GHGs##,lbs CO2e/m2,0.111,0,0.111,4B0000,NA
812199,Other Personal Care Services,All GHGs,CO2e/l&,0.125,0,0.125,812100,NA
336360,Motor Vehicle Seating and Interior Trim Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.315,0.018,0.333,33636#,NA
523110,Investment Banking and Securities Dealing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.043,0,0.04,523A00!,NA
524113,Direct Life Insurance Carriers,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.051,0,0.05,524113,NA
339920,Sporting and Athletic Goods Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price",0.104,0.1,0.17,339920,NA
531130,Lessors of Miniwarehouses and Self-Storage Units,All GHGs,kg CO2e/m&,0.246,0,0.246,531ORE,NA
524298,All Other Insurance Related Activitie%,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.029,0,0.03,524200!,NA
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",1.166,0.02,1.184,32519#,NA
424520,Livestock Merchant Wholesalers,All GHGs#,g CO2e/kg,0.144,0,0.144,424A0#,NA
485112,Commuter Rail System%,All GHGs%,ton CO2&,0.566,0,0.566,485000,NA
212112,Bituminous Coal Underground Mining,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.747,0.09,0.841,212100,NA
312130,Wineries!,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.123,0.1,0.182,312130,NA
624120,Services for the Elderly and Persons with Disabilities!,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.118,0,0.118,62410#,NA
541519,Other Computer Related Services,All GHGs,g CO2e/kg,0.08,0,0.08,54151A,NA
325199,All Other Basic Organic Chemical Manufacturing,All GHGs,kg CO2e/m2#,1.166,0.018,NA,325190,NA
339995,Burial Casket Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.121,0.1,0.18,339990,NA
311513,Cheese Manufacturing,All GHGs##,"kg CO2e/2022 USD, purchaser price&",0.936,0,0.97,311513,NA
221310,Water Supply and Irrigation Systems,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.578,0,0.578,22130#,NA
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",All GHGs,lbs CO2e/m2,0.197,0.046,0.243,314900,NA
327310,Cement Manufacturin%,All GHGs%,CO2e/lb#,3.846,0.078,3.924,327310!,NA
512191,Teleproduction and Other Postproduction Services,All GHGs#,ton CO2e,0.047,0,0.052,512100,NA
314999,All Other Miscellaneous Textile Product Mills!,All GHGs,g CO2e/kg,0.197,0.05,0.243,31490#,NA
485510,Charter Bus Industry,All GHGs,"kg CO2e/2022 USD, purchaser price",0.566,0,0.566,485000,NA
331410,Nonferrous Metal (except Aluminum) Smelting and Refinin%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.408,0.016,0.423,33141#,NA
561520,Tour Operators,All GHGs,g CO2e/kg,0.088,0,0.088,56150#,NA
321991,Manufactured Home (Mobile Home) Manufacturing!,All GHGs%,ton CO2e,0.135,0.029,0.164,3219A0,NA
336510,Railroad Rolling Stock Manufacturin%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.413,0.03,0.444,336500,NA
333921,Elevator and Moving Stairway Manufacturin%,All GHGs,g CO2e/kg,0.234,0.022,0.256,333920,NA
212313,Crushed and Broken Granite Mining and Quarrying,All GHGs#,"kg CO2e/2022 USD, purchaser pric&",0.193,0.086,0.279,212310,NA
424810,Beer and Ale Merchant Wholesalers,All GHGs#,g CO2e/kg,0.144,0,0.144,424A00!,NA
327213,Glass Container Manufacturin%,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.537,0.06,0.6,327200,NA
483114,Coastal and Great Lakes Passenger Transportation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.816,0,0.816,483000!,NA
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.116,0.03,0.14,33411#,NA
212324,Kaolin and Ball Clay Mining,All GHGs%,g CO2e/kg,0.184,0.125,0.309,2123A0,NA
624229,Other Community Housing Services,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.217,0,0.217,624A00,NA
238120,Structural Steel and Precast Concrete Contractors,All GHGs#,lbs CO2e/m2,0.221,0,-0.6,"230301, 230302, 233210, 233230, 233240, 233262, 2332A0, 2332D0, 233411, 233412, 2334A0",NA
111940,Hay Farming!,All GHG%,"kg CO2e/2022 USD, purchaser price",0.703,0,0.74,111900#,NA
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser pric&",0.184,0.025,0.21,333413,NA
334417,Electronic Connector Manufacturing,All GHGs#,mg CO2e/kg,0.08,0,0.098,33441A,NA
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring!",All GHGs,mg CO2e/kg,0.368,0,0.382,332800,NA
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",All GHGs%,"kg CO2e/2022 USD, purchaser pric&",0.144,0,0.144,424A00,NA
311211,Flour Milling,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.732,0,0.769,311210!,NA
492110,Couriers and Express Delivery Services,All GHGs,CO2e/lb,0.303,0,0.3,492000,NA
446199,All Other Health and Personal Care Store%,All GHGs,"kg CO2e/2022 USD, purchaser price",0.13,0,9999999,446000,NA
561499,All Other Business Support Services,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0,0.111,561400,NA
236220,Commercial and Institutional Building Construction!,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.224,0,0.224,"230301, 233210, 233262, 2332A#",NA
541614,"Process, Physical Distribution, and Logistics Consulting Services!",All GHGs#,"kg CO2e/2022 USD, purchaser price&",0.078,0,0.08,541610,NA
423930,Recyclable Material Merchant Wholesalers,All GHGs#,g CO2e/kg,0.108,0,0.11,423A00,NA
621420,Outpatient Mental Health and Substance Abuse Centers!,All GHGs,"kg CO2e/2022 USD, purchaser price#",0.096,0,0.096,62140#,NA
524127,Direct Title Insurance Carrier%,All GHGs%,kg CO2e/m&,0.033,0,0.033,5241X#,NA
525190,Other Insurance Funds,All GHGs,"kg CO2e/2022 USD, purchaser price",0.218,0,0.22,525000,NA
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.472,0.028,0.5,3259A0#,NA
561720,Janitorial Services,All GHGs#,lbs CO2e/m2,0.214,0,0.214,561700#,NA
811192,Car Washes,All GHGs##,kg CO2e/m2,0.103,0,0.1,811100#,NA
811118,Other Automotive Mechanical and Electrical Repair and Maintenance%,All GHGs,ton CO2e,0.103,0,0.1,81110#,NA
424710,Petroleum Bulk Stations and Terminals,All GHGs#,"kg CO2e/2022 USD, purchaser price#",0.102,0,0.1,424700!,NA
441320,Tire Dealers%,All GHGs,g CO2e/kg,0.073,0,0.073,441000!,NA
481212,Nonscheduled Chartered Freight Air Transportation,All GHGs#,"kg CO2e/2022 USD, purchaser price",0.644,0,0.64,481000,NA
321114,Wood Preservation,All GHGs,g CO2e/k&,0.227,0,0.26,321100,NA
511130,Book Publishers,All GHGs,lbs CO2e/m2,0.072,0.035,0.107,511130,NA
611692,Automobile Driving Schools,All GHGs,kg CO2e/m2,0.108,0,0.11,611B00,NA
541430,Graphic Design Services,All GHGs%,"kg CO2e/2022 USD, purchaser price",0.094,0,0.094,541400!,NA
