2017.NAICS.Code,2017.NAICS.Title,GHG,Unit,Supply.Chain.Emission.Factors.without.Margins,Margins.of.Supply.Chain.Emission.Factors,Supply.Chain.Emission.Factors.with.Margins,Reference.USEEIO.Code
"335,311","Power, Distribution, and Specialty Transformer Manufacturin",All GHG,"kg CO2e/2022 USD, purchaser price",0.118,0.0,0.133,335310
"335,312",Motor and Generator Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.133,0.019,0.152,335312
"335,312",Motor and Generator Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.133,0.019,0.152,335312
"335,313",Switchgear and Switchboard Apparatus Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.153,0.0,0.174,335313
"335,314",Relay and Industrial Control Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.12,0.02,0.138,335310
"335,911",Storage Battery Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.311,0.03,0.34,335911
"335,912",Primary Battery Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.046,0.06,0.103,335912
"335,921",Fiber Optic Cable Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.219,0.02,0.235,335920
"335,929",Other Communication and Energy Wire Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.219,0.02,0.235,335920
"335,931",Current-Carrying Wiring Device Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.026,0.13,335930
"335,932",Noncurrent-Carrying Wiring Device Manufacturing,All GHG,"kg CO2e/2022 USD, purchaser price",0.102,0.026,0.127,335930
"335,991",Carbon and Graphite Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.347,0.0,0.363,335991
"335,999",All Other Miscellaneous Electrical Equipment and Component Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.112,0.016,0.13,335999
"336,111",Automobile Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.19,0.05,0.24,336111
"336,112",Light Truck and Utility Vehicle Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.241,0.0,0.268,336112
"336,120",Heavy Duty Truck Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.262,0.0,0.272,336120
"336,211",Motor Vehicle Body Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.225,0.0,0.25,336211
"336,212",Truck Trailer Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.185,0.015,0.2,336212
"336,213",Motor Home Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.055,0.052,0.107,336213
"336,214",Travel Trailer and Camper Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.128,0.033,0.16,336214
"336,310",Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.23,0.0,0.259,336310
"336,310",Motor Vehicle Gasoline Engine and Engine Parts Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.23,0.0,0.259,336310
"336,320",Motor Vehicle Electrical and Electronic Equipment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.191,0.0,0.218,336320
"336,330",Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.25,0.0,0.278,33630A
"336,340",Motor Vehicle Brake System Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.25,0.0,0.278,33630A
"336,350",Motor Vehicle Transmission and Power Train Parts Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.226,0.027,0.252,336350
"336,360",Motor Vehicle Seating and Interior Trim Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.315,0.018,0.333,336360
"336,370",Motor Vehicle Metal Stamping,All GHGs,"kg CO2e/2022 USD, purchaser price",0.482,0.0,0.5,336370
"336,390",Other Motor Vehicle Parts Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.242,0.024,0.265,336390
"336,411",Aircraft Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.131,0.009,0.14,336411
"336,412",Aircraft Engine and Engine Parts Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.151,0.005,0.16,336412
"336,413",Other Aircraft Parts and Auxiliary Equipment Manufacturing,All GHG,"kg CO2e/2022 USD, purchaser price",0.163,0.007,0.17,336413
"336,414",Guided Missile and Space Vehicle Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.133,0.009,0.142,336414
"336,415",Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.286,0.0,0.294,33641A
"336,419",Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.286,0.007,0.294,33641A
"336,419",Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.286,0.007,0.294,33641A
"336,510",Railroad Rolling Stock Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.413,0.03,0.444,336500
"336,611",Ship Building and Repairing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.0,0.196,336611
"336,612",Boat Building,All GHGs,"kg CO2e/2022 USD, purchaser price",0.15,0.032,0.182,336612
"336,991","Motorcycle, Bicycle, and Parts Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.178,0.04,0.22,336991
"336,992","Military Armored Vehicle, Tank, and Tank Component Manufacturin",All GHGs,"kg CO2e/2022 USD, purchaser price",0.431,0.01,0.443,336992
"336,999",All Other Transportation Equipment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.157,0.04,0.2,336999
"337,122",Nonupholstered Wood Household Furniture Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.06,0.18,337122
"337,124",Metal Household Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.168,0.06,0.23,33712N
"337,125",Household Furniture (except Wood and Metal) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.168,0.1,0.227,33712N
"337,127",Institutional Furniture Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.208,0.038,0.246,337120
"337,211",Wood Office Furniture Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.1,0.24,33721A
"337,211",Wood Office Furniture Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.1,0.24,33721A
"337,212",Custom Architectural Woodwork and Millwork Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,33721A
"337,214",Office Furniture (except Wood) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.184,0.1,0.24,33721A
"337,215","Showcase, Partition, Shelving, and Locker Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.206,0.0,0.246,337210
"337,910",Mattress Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.11,0.1,0.17,337900
"339,112",Surgical and Medical Instrument Manufacturin,All GHGs,"kg CO2e/2022 USD, purchaser price",0.119,0.0,0.156,339112
"339,113",Surgical Appliance and Supplies Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.096,0.0,0.14,339113
"339,114",Dental Equipment and Supplies Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.143,0.03,0.17,339114
"339,115",Ophthalmic Goods Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.086,0.05,0.138,339115
"339,116",Dental Laboratories,All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.117,339116
"339,116",Dental Laboratories,All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.117,339116
"339,910",Jewelry and Silverware Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.055,0.053,0.108,339910
"339,920",Sporting and Athletic Goods Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.104,0.1,0.17,339920
"339,930","Doll, Toy, and Game Manufacturin",All GHG,"kg CO2e/2022 USD, purchaser price",0.085,0.06,0.146,339930
"339,930","Doll, Toy, and Game Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.085,0.06,0.146,339930
"339,940",Office Supplies (except Paper) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.204,0.1,0.265,339940
"339,950",Sign Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.06,0.25,339950
"339,991","Gasket, Packing, and Sealing Device Manufacturin",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,339990
"339,992",Musical Instrument Manufacturing,All GHG,"kg CO2e/2022 USD, purchaser price",0.121,0.06,0.182,339990
"339,993","Fastener, Button, Needle, and Pin Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.061,0.18,339990
"339,994","Broom, Brush, and Mop Manufacturin",All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.06,0.182,339990
"339,995",Burial Casket Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.1,0.18,339990
"339,995",Burial Casket Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.1,0.18,339990
"339,999",All Other Miscellaneous Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.121,0.1,0.18,339990
"423,110",Automobile and Other Motor Vehicle Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423100
"423,120",Motor Vehicle Supplies and New Parts Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423100
"423,130",Tire and Tube Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423100
"423,140",Motor Vehicle Parts (Used) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.12,423100
"423,210",Furniture Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,220",Home Furnishing Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,320","Brick, Stone, and Related Construction Material Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,330","Roofing, Siding, and Insulation Material Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,390",Other Construction Material Merchant Wholesaler,All GHG,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,410",Photographic Equipment and Supplies Merchant Wholesalers,All GHG,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,423400
"423,420",Office Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,423400
"423,430",Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,423400
"423,440",Other Commercial Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,423400
"423,460",Ophthalmic Goods Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.074,423400
"423,490",Other Professional Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.074,0.0,0.07,423400
"423,510",Metal Service Centers and Other Metal Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,520",Coal and Other Mineral and Ore Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesaler",All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.083,423600
"423,620","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.083,423600
"423,620","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.083,423600
"423,690",Other Electronic Parts and Equipment Merchant Wholesaler,All GHG,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.083,423600
"423,690",Other Electronic Parts and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.083,0.0,0.083,423600
"423,710",Hardware Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,710",Hardware Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,720",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,720",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,730",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,740",Refrigeration Equipment and Supplies Merchant Wholesalers,All GHG,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,810",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,All GHG,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423800
"423,820",Farm and Garden Machinery and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423800
"423,830",Industrial Machinery and Equipment Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423800
"423,840",Industrial Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.115,423800
"423,850",Service Establishment Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.12,423800
"423,850",Service Establishment Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.12,423800
"423,850",Service Establishment Equipment and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.12,423800
"423,860",Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.115,0.0,0.12,423800
"423,910",Sporting and Recreational Goods and Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,920",Toy and Hobby Goods and Supplies Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"423,930",Recyclable Material Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,940","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.11,42300A
"423,990",Other Miscellaneous Durable Goods Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.108,0.0,0.108,42300A
"424,110",Printing and Writing Paper Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,110",Printing and Writing Paper Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,120",Stationery and Office Supplies Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.14,42400A
"424,130",Industrial and Personal Service Paper Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,210",Drugs and Druggists' Sundries Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.095,0.0,0.095,424200
"424,310","Piece Goods, Notions, and Other Dry Goods Merchant Wholesaler",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,320",Men's and Boys' Clothing and Furnishings Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,330","Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,340",Footwear Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.14,42400A
"424,410",General Line Grocery Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,410",General Line Grocery Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,420",Packaged Frozen Food Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,430",Dairy Product (except Dried or Canned) Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.16,424400
"424,440",Poultry and Poultry Product Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,450",Confectionery Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,460",Fish and Seafood Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,470",Meat and Meat Product Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,480",Fresh Fruit and Vegetable Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,490",Other Grocery and Related Products Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.159,0.0,0.159,424400
"424,510",Grain and Field Bean Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,520",Livestock Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,590",Other Farm Product Raw Material Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,690",Other Chemical and Allied Products Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,710",Petroleum Bulk Stations and Terminals,All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,424700
"424,720",Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,424700
"424,720",Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),All GHGs,"kg CO2e/2022 USD, purchaser price",0.102,0.0,0.1,424700
"424,810",Beer and Ale Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,820",Wine and Distilled Alcoholic Beverage Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.14,42400A
"424,910",Farm Supplies Merchant Wholesaler,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,920","Book, Periodical, and Newspaper Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,930","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",All GHG,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,940",Tobacco and Tobacco Product Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"424,950","Paint, Varnish, and Supplies Merchant Wholesalers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.14,42400A
"424,990",Other Miscellaneous Nondurable Goods Merchant Wholesalers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.144,0.0,0.144,42400A
"425,110",Business to Business Electronic Markets,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0.0,0.092,425000
"425,110",Business to Business Electronic Markets,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0.0,0.092,425000
"425,120",Wholesale Trade Agents and Brokers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.092,0.0,0.092,425000
"441,110",New Car Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.073,441000
"441,120",Used Car Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.073,441000
"441,210",Recreational Vehicle Dealer,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.07,441000
"441,222",Boat Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.073,441000
"441,228","Motorcycle, ATV, and All Other Motor Vehicle Dealers",All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.07,441000
"441,310",Automotive Parts and Accessories Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.073,441000
"441,320",Tire Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.073,441000
"441,320",Tire Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.073,0.0,0.073,441000
"442,110",Furniture Store,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,40000B
"442,210",Floor Covering Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"442,291",Window Treatment Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"442,291",Window Treatment Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"442,299",All Other Home Furnishings Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"443,141",Household Appliance Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,40000B
"443,142",Electronics Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"444,110",Home Centers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.087,0.0,0.09,444000
"444,120",Paint and Wallpaper Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.087,0.0,0.087,444000
"444,130",Hardware Store,All GHG,"kg CO2e/2022 USD, purchaser price",0.087,0.0,0.09,444000
"444,190",Other Building Material Dealers,All GHGs,"kg CO2e/2022 USD, purchaser price",0.087,0.0,0.087,444000
"444,210",Outdoor Power Equipment Store,All GHG,"kg CO2e/2022 USD, purchaser price",0.087,0.0,0.087,444000
"444,220","Nursery, Garden Center, and Farm Supply Stores",All GHG,"kg CO2e/2022 USD, purchaser price",0.087,0.0,0.087,444000
"445,110",Supermarkets and Other Grocery (except Convenience) Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.186,445000
"445,120",Convenience Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.19,445000
"445,210",Meat Markets,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.186,445000
"445,220",Fish and Seafood Markets,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.19,445000
"445,230",Fruit and Vegetable Markets,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.19,445000
"445,291",Baked Goods Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.186,445000
"445,292",Confectionery and Nut Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.19,445000
"445,299",All Other Specialty Food Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.19,445000
"445,310","Beer, Wine, and Liquor Stores",All GHGs,"kg CO2e/2022 USD, purchaser price",0.186,0.0,0.19,445000
"446,120","Cosmetics, Beauty Supplies, and Perfume Stores",All GHGs,"kg CO2e/2022 USD, purchaser price",0.13,0.0,0.13,446000
"446,130",Optical Goods Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.13,0.0,0.13,446000
"446,191",Food (Health) Supplement Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.13,0.0,0.13,446000
"447,110",Gasoline Stations with Convenience Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.183,0.0,0.18,447000
"447,190",Other Gasoline Stations,All GHGs,"kg CO2e/2022 USD, purchaser price",0.183,0.0,0.183,447000
"448,110",Men's Clothing Store,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.14,448000
"448,120",Women's Clothing Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.14,448000
"448,130",Children's and Infants' Clothing Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"448,140",Family Clothing Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.14,448000
"448,150",Clothing Accessories Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"448,190",Other Clothing Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"448,190",Other Clothing Store,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"448,210",Shoe Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.14,448000
"448,310",Jewelry Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"448,320",Luggage and Leather Goods Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"448,320",Luggage and Leather Goods Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.138,0.0,0.138,448000
"451,110",Sporting Goods Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"451,120","Hobby, Toy, and Game Stores",All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"451,130","Sewing, Needlework, and Piece Goods Stores",All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,40000B
"451,140",Musical Instrument and Supplies Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"451,211",Book Stores,All GHG,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"451,212",News Dealers and Newsstands,All GHG,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"452,210",Department Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.164,0.0,0.164,452000
"452,311",Warehouse Clubs and Supercenters,All GHGs,"kg CO2e/2022 USD, purchaser price",0.164,0.0,0.164,452000
"452,319",All Other General Merchandise Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.164,0.0,0.164,452000
"453,110",Florist,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"453,210",Office Supplies and Stationery Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"453,220","Gift, Novelty, and Souvenir Stores",All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.11,40000B
"453,310",Used Merchandise Stores,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
"453,910",Pet and Pet Supplies Store,All GHGs,"kg CO2e/2022 USD, purchaser price",0.111,0.0,0.111,40000B
